1548710226.000000
1.000000
89.00
93.50
80.67
74.50
69.40
67.33
66.14
66.75
66.78
67.30
67.73
68.08
68.38
68.57
68.80
68.94
69.06
69.00
69.05
67.85
66.76
65.77
64.87
64.08
63.40
62.73
62.11
61.54
61.03
60.57
60.32
60.19
60.06
60.03
59.97
59.92
59.92
59.92
59.92
59.92
59.93
59.93
59.95
60.00
59.93
59.87
59.83
59.79
59.67
59.56
59.45
59.35
59.34
59.31
59.27
59.21
59.18
59.16
59.14
59.12
58.55
58.03
58.23
58.50
58.82
58.97
59.10
59.12
59.22
59.23
59.25
59.28
59.30
59.23
59.13
59.08
59.08
59.12
59.10
59.55
59.97
60.40
60.87
61.30
61.87
62.45
63.08
63.73
64.35
65.00
65.48
66.05
66.65
67.20
67.75
68.30
68.95
69.62
70.08
70.55
70.93
71.35
71.70
71.95
72.27
72.57
72.85
73.22
73.60
73.95
74.28
74.62
74.87
75.18
75.52
75.87
76.13
76.37
76.67
77.00
77.40
77.55
77.68
77.77
77.92
78.23
78.52
78.75
78.93
79.10
79.25
79.40
79.53
79.78
80.05
80.28
80.50
80.72
80.97
81.13
81.32
81.50
81.62
81.62
81.47
81.30
81.00
80.70
80.38
80.03
79.68
79.12
78.50
77.90
77.32
76.75
76.05
75.35
74.88
74.43
74.12
73.78
73.50
73.32
73.10
72.88
72.70
72.43
72.22
72.02
71.85
71.68
71.55
71.37
