1549555999,,
1,,
60,1,
61.5,2,
57.33,3,
55.25,4,
55.8,5,
56.17,6,
56.43,7,
55.75,8,
55.33,9,
55,10,
54.82,11,
54.5,12,
54.15,13,
53.86,14,
53.6,15,
53.44,16,
53.41,17,
54.22,18,
55.11,19,
55.9,20,
56.76,21,
57.36,22,
58.13,23,
58.75,24,
59.4,25,
60,26,
60.56,27,
61.07,28,
61.59,29,
62.07,30,
62.55,31,
62.97,32,
63.52,33,
64.03,34,
64.54,35,
65.06,36,
65.62,37,
66.11,38,
66.62,39,
67,40,
67.37,41,
67.62,42,
67.86,43,
68.02,44,
68.18,45,
68.33,46,
68.43,47,
68.5,48,
68.57,49,
68.58,50,
68.61,51,
68.65,52,
68.74,53,
68.83,54,
68.95,55,
69.05,56,
69.12,57,
69.19,58,
69.25,59,
69.3,60,
69.5,61,
69.65,62,
70.03,63,
70.33,64,
70.45,65,
70.55,66,
70.83,67,
71.23,68,
71.62,69,
72,70,
72.37,71,
72.78,72,
73.2,73,
73.62,74,
74.03,75,
74.43,76,
74.8,77,
74.92,78,
74.93,79,
74.97,80,
74.9,81,
74.93,82,
74.83,83,
74.77,84,
74.68,85,
74.62,86,
74.63,87,
74.63,88,
74.6,89,
74.57,90,
74.52,91,
74.48,92,
74.35,93,
74.22,94,
74.07,95,
73.9,96,
73.68,97,
73.52,98,
73.32,99,
73.15,100,
73.52,101,
73.97,102,
74.48,103,
75.03,104,
75.58,105,
76.13,106,
76.68,107,
77.25,108,
77.8,109,
78.4,110,
78.92,111,
79.43,112,
79.87,113,
80.32,114,
80.73,115,
81.13,116,
81.57,117,
81.98,118,
82.35,119,
82.8,120,
83.2,121,
83.62,122,
84.02,123,
84.52,124,
85.03,125,
85.55,126,
85.83,127,
86.13,128,
86.42,129,
86.72,130,
87.02,131,
87.3,132,
87.58,133,
87.93,134,
88.12,135,
88.3,136,
88.48,137,
88.68,138,
88.8,139,
88.9,140,
89.05,141,
89.18,142,
89.37,143,
89.53,144,
89.67,145,
89.73,146,
89.7,147,
89.68,148,
89.68,149,
89.68,150,
89.7,151,
89.72,152,
89.75,153,
89.8,154,
89.85,155,
89.92,156,
89.95,157,
89.98,158,
90.03,159,
90.12,160,
89.67,161,
89.22,162,
88.68,163,
88.17,164,
87.65,165,
87.12,166,
86.62,167,
86.12,168,
85.62,169,
85.08,170,
84.62,171,
84.12,172,
83.65,173,
83,174,
82.4,175,
81.8,176,
81.22,177,
80.65,178,
80.12,179,
79.5,180,
78.93,181,
78.37,182,
77.75,183,
77.13,184,
76.67,185,
76.33,186,
76,187,
75.62,188,
75.23,189,
74.82,190,
74.4,191,
73.92,192,
73.45,193,
72.92,194,
72.58,195,
72.55,196,
72.45,197,
72.32,198,
72.25,199,
72.18,200,
72.1,201,
71.98,202,
71.85,203,
71.73,204,
71.63,205,
71.58,206,
71.55,207,
71.55,208,
71.55,209,
71.57,210,
71.57,211,
71.55,212,
71.52,213,
71.45,214,
71.37,215,
71.27,216,
71.17,217,
71.07,218,
70.9,219,
70.73,220,
70.55,221,
70.38,222,
70.25,223,
70.08,224,
69.85,225,
69.63,226,
69.4,227,
69.17,228,
68.97,229,
68.82,230,
68.6,231,
68.47,232,
68.35,233,
68.4,234,
68.5,235,
68.62,236,
68.72,237,
68.82,238,
68.95,239,
69.12,240,
69.27,241,
69.4,242,
69.57,243,
69.73,244,
69.73,245,
69.6,246,
69.5,247,
69.4,248,
69.32,249,
69.28,250,
69.27,251,
69.28,252,
69.32,253,
69.4,254,
69.48,255,
69.27,256,
69.1,257,
68.92,258,
68.72,259,
68.47,260,
68.23,261,
67.98,262,
67.75,263,
67.5,264,
67.2,265,
66.88,266,
66.57,267,
66.22,268,
65.83,269,
65.4,270,
